index,glyph_type,sizeA,sizeB,sizeC
2,candle,19,7,3
3,sun,66,41,22
4,circular_progressbar,98,89,76
5,sun,43,62,78
6,beer,31,41,58
7,candle,53,85,99
8,beer,31,48,62
9,sun,64,76,91
10,candle,9,6,1
11,tree_growth,82,74,37
12,ripple_wave,54,47,37
13,beer,45,37,28
14,flower,2,15,27
15,flower,69,74,81
