index,glyph_type,sizeA,sizeB,sizeC
2,sun,57,31,20
3,tree_growth,4,13,17
4,beer,48,23,12
5,ripple_wave,52,32,3
6,flower,55,45,41
7,tree_growth,64,72,96
8,sun,30,22,16
9,ripple_wave,53,40,34
10,sun,1,5,8
