index,glyph_type,sizeA,sizeB,sizeC
1,beer,68,71,84
2,ripple_wave,86,68,49
3,tree_growth,31,24,15
4,circular_progressbar,31,52,78
5,beer,28,19,13
6,candle,99,100,100
7,flower,1,4,9
8,sun,83,65,36
9,circular_progressbar,92,96,100
