index,glyph_type,sizeA,sizeB,sizeC
1,sun,93,77,55
2,ripple_wave,25,19,14
3,ripple_wave,32,42,49
4,tree_growth,55,67,75
5,sun,28,38,50
6,sun,79,86,95
7,beer,97,98,100
8,circular_progressbar,50,38,26
9,candle,72,68,46
10,flower,62,36,16
