index,glyph_type,sizeA,sizeB,sizeC
1,sun_cc,97,90,84
2,tree_growth_gamma,65,51,21
3,tree_growth_gamma,42,35,26
4,tree_growth_gamma,19,50,67
5,sun_cc,14,24,36
6,sun_cc,69,59,44
7,sun_cc,29,38,48
8,sun_cc,98,93,85
9,tree_growth_gamma,93,89,82
10,sun_cc,29,16,3
11,tree_growth_gamma,85,72,58
12,tree_growth_gamma,95,87,78
13,sun_cc,46,16,1
14,sun_cc,9,16,20
15,tree_growth_gamma,19,48,61
16,tree_growth_gamma,83,76,67
17,tree_growth_gamma,69,79,92
18,sun_cc,63,74,89
19,sun_cc,90,97,100
20,tree_growth_gamma,58,69,75
21,tree_growth_gamma,51,36,23
22,sun_cc,6,4,1
23,tree_growth_gamma,56,46,9
24,tree_growth_gamma,48,64,76
25,tree_growth_gamma,11,50,61
26,sun_cc,46,22,9
27,sun_cc,68,59,48
28,tree_growth_gamma,100,98,97
29,tree_growth_gamma,61,73,90
30,tree_growth_gamma,74,68,57
31,sun_cc,33,24,17
32,sun_cc,51,26,5
33,sun_cc,57,47,27
34,sun_cc,7,21,47
35,tree_growth_gamma,39,65,77
36,sun_cc,34,48,62
37,tree_growth_gamma,44,39,27
38,tree_growth_gamma,13,9,1
39,tree_growth_gamma,82,92,96
40,tree_growth_gamma,70,82,96
41,sun_cc,41,23,12
42,sun_cc,15,9,3
43,tree_growth_gamma,1,3,6
44,sun_cc,72,68,61
45,tree_growth_gamma,47,39,22
46,tree_growth_gamma,96,87,78
47,sun_cc,77,61,41
48,tree_growth_gamma,70,59,43
49,tree_growth_gamma,46,30,14
50,tree_growth_gamma,86,93,99
51,sun_cc,71,66,56
52,tree_growth_gamma,71,83,98
53,tree_growth_gamma,31,52,58
54,tree_growth_gamma,1,7,14
55,tree_growth_gamma,35,49,54
56,sun_cc,43,48,55
57,tree_growth_gamma,81,89,97
58,tree_growth_gamma,26,34,38
59,tree_growth_gamma,100,95,91
60,sun_cc,2,12,14
61,tree_growth_gamma,4,9,23
62,tree_growth_gamma,10,17,21
63,tree_growth_gamma,3,7,13
64,tree_growth_gamma,65,55,15
65,sun_cc,38,19,7
66,sun_cc,11,6,1
67,sun_cc,68,74,80
68,tree_growth_gamma,100,98,98
69,tree_growth_gamma,53,34,34
70,sun_cc,35,24,14
71,sun_cc,60,55,44
72,tree_growth_gamma,59,72,81
73,sun_cc,78,63,29
74,sun_cc,7,3,1
75,tree_growth_gamma,85,69,55
76,tree_growth_gamma,82,68,64
77,sun_cc,14,22,42
78,sun_cc,15,22,32
79,tree_growth_gamma,4,2,1
80,sun_cc,1,14,21
81,tree_growth_gamma,95,97,100
82,sun_cc,55,47,37
83,tree_growth_gamma,99,95,89
84,sun_cc,10,6,1
85,sun_cc,58,53,45
86,tree_growth_gamma,71,63,48
87,sun_cc,47,52,60
88,sun_cc,18,24,28
89,sun_cc,80,86,100
90,sun_cc,25,55,73
91,tree_growth_gamma,57,74,96
92,sun_cc,38,18,14
93,tree_growth_gamma,48,74,93
94,sun_cc,19,26,36
95,tree_growth_gamma,5,7,16
96,sun_cc,28,37,48
97,tree_growth_gamma,58,53,34
98,sun_cc,56,67,80
99,sun_cc,1,3,5
100,sun_cc,51,38,26
101,sun_cc,10,19,23
102,sun_cc,78,66,57
103,tree_growth_gamma,66,74,96
104,sun_cc,92,69,43
105,tree_growth_gamma,100,95,90
106,sun_cc,1,2,3
107,tree_growth_gamma,35,54,65
108,sun_cc,59,70,80
109,tree_growth_gamma,66,75,92
110,sun_cc,18,13,6
111,sun_cc,46,21,1
112,tree_growth_gamma,89,94,99
113,sun_cc,100,86,70
114,sun_cc,55,36,21
115,sun_cc,70,48,20
116,tree_growth_gamma,57,64,67
117,sun_cc,52,34,20
118,tree_growth_gamma,23,61,69
119,sun_cc,70,57,28
120,tree_growth_gamma,34,68,84
121,tree_growth_gamma,6,4,1
122,sun_cc,63,57,52
123,sun_cc,59,30,10
124,sun_cc,24,15,4
125,sun_cc,10,23,39
126,tree_growth_gamma,76,65,54
127,sun_cc,86,92,99
128,sun_cc,25,34,55
129,tree_growth_gamma,93,95,100
130,sun_cc,63,74,90
131,tree_growth_gamma,20,10,4
132,sun_cc,35,26,21
133,tree_growth_gamma,89,94,100
134,sun_cc,1,3,4
135,tree_growth_gamma,85,91,97
136,tree_growth_gamma,52,69,85
137,sun_cc,36,22,10
138,sun_cc,100,97,98
139,tree_growth_gamma,23,43,56
140,sun_cc,39,33,29
141,sun_cc,1,7,11
142,sun_cc,100,98,97
143,tree_growth_gamma,6,11,19
144,sun_cc,32,20,6
145,tree_growth_gamma,23,14,5
146,tree_growth_gamma,3,20,43
147,tree_growth_gamma,100,97,94
148,tree_growth_gamma,7,4,1
149,tree_growth_gamma,91,74,64
150,sun_cc,70,74,82
151,tree_growth_gamma,56,45,30
152,tree_growth_gamma,65,57,46
153,tree_growth_gamma,21,39,60
154,sun_cc,82,68,55
155,tree_growth_gamma,46,35,23
156,sun_cc,22,30,47
