index,glyph_type,sizeA,sizeB,sizeC
1,beer,82,69,69
2,tree_growth,19,35,41
3,candle,69,76,92
4,circular_progressbar,32,22,13
5,beer,86,72,60
6,flower,69,53,43
7,circular_progressbar,98,76,54
8,flower,100,100,97
9,ripple_wave,39,47,51
10,tree_growth,59,39,27
11,beer,51,38,26
12,sun,60,18,11
