index,glyph_type,sizeA,sizeB,sizeC
1,candle,89,1,79
2,flower,15,1,3
3,circular_progressbar,18,31,8
4,sun,100,32,93
5,ripple_wave,92,18,44
6,flower,15,98,43
7,beer,15,29,32
8,sun,28,9,1
9,flower,54,19,90
10,beer,66,30,79
11,tree_growth,26,56,16
12,circular_progressbar,47,1,12
13,flower,2,23,51
14,beer,92,36,61
15,flower,42,37,6
