index,glyph_type,sizeA,sizeB,sizeC
4,ripple_wave,37,100,79
5,beer,65,76,91
6,flower,100,98,97
7,beer,70,67,58
8,ripple_wave,80,76,92
9,circular_progressbar,60,42,23
10,candle,33,43,46
11,ripple_wave,98,100,82
12,candle,55,33,15
13,flower,59,35,14
14,flower,5,1,1
15,tree_growth,1,18,36
16,beer,49,26,16
17,circular_progressbar,45,75,94
18,beer,13,37,63
19,circular_progressbar,75,65,55
20,tree_growth,34,27,58
