index,glyph_type,sizeA,sizeB,sizeC
1,tree_growth,6,16,27
2,circular_progressbar,15,20,26
3,candle,64,39,29
4,candle,56,60,67
5,candle,30,50,65
6,tree_growth,72,67,48
